Frame_Index,Average_CrossEntropy_Loss
2.270000000000000000e+02,1.194541079938695072e+00
2.280000000000000000e+02,1.201828274235805960e+00
2.290000000000000000e+02,1.194158873738437654e+00
2.300000000000000000e+02,1.193058398675403087e+00
2.310000000000000000e+02,1.201347115099095975e+00
2.320000000000000000e+02,1.186909218818165357e+00
2.330000000000000000e+02,1.154486313923700713e+00
2.340000000000000000e+02,1.164597863363915353e+00
2.350000000000000000e+02,1.166332975259401605e+00
2.360000000000000000e+02,1.180927948534836291e+00
2.370000000000000000e+02,1.196195114101114454e+00
2.380000000000000000e+02,1.189829548174874629e+00
2.390000000000000000e+02,1.198730484075908320e+00
2.400000000000000000e+02,1.241965824488014736e+00
2.410000000000000000e+02,1.207437933156654264e+00
2.420000000000000000e+02,1.187130952756350499e+00
2.430000000000000000e+02,1.183741584251317036e+00
2.440000000000000000e+02,1.167444565127149891e+00
2.450000000000000000e+02,1.159768660717013233e+00
2.460000000000000000e+02,1.146517536808340676e+00
2.470000000000000000e+02,1.150228010832772263e+00
2.480000000000000000e+02,1.154072878770759703e+00
2.490000000000000000e+02,1.153079538260472603e+00
2.500000000000000000e+02,1.162943550769195422e+00
2.510000000000000000e+02,1.161951797766004324e+00
2.520000000000000000e+02,1.161432578208657418e+00
2.530000000000000000e+02,1.180103836652914628e+00
2.540000000000000000e+02,1.188375598564064273e+00
2.550000000000000000e+02,1.181870049923610777e+00
2.560000000000000000e+02,1.197598002874802336e+00
2.570000000000000000e+02,1.194480511625203967e+00
2.580000000000000000e+02,1.196024182555308180e+00
2.590000000000000000e+02,1.200302104878852916e+00
2.600000000000000000e+02,1.168609920264362723e+00
2.610000000000000000e+02,1.162454872104903503e+00
2.620000000000000000e+02,1.167214140664347699e+00
2.630000000000000000e+02,1.146559442161925624e+00
2.640000000000000000e+02,1.148632852827542017e+00
2.650000000000000000e+02,1.138673224013101670e+00
2.660000000000000000e+02,1.158191893802722916e+00
2.670000000000000000e+02,1.177031897637656588e+00
2.680000000000000000e+02,1.167276247560444347e+00
2.690000000000000000e+02,1.171680884861283634e+00
2.700000000000000000e+02,1.164458134241110665e+00
2.710000000000000000e+02,1.192206854933275606e+00
2.720000000000000000e+02,1.182568253865769137e+00
2.730000000000000000e+02,1.174264307630516591e+00
2.740000000000000000e+02,1.157259561234926570e+00
2.750000000000000000e+02,1.181602729326898693e+00
2.760000000000000000e+02,1.177912668916784922e+00
2.770000000000000000e+02,1.152640242866650455e+00
2.780000000000000000e+02,1.160041621040284632e+00
2.790000000000000000e+02,1.144057185773989183e+00
2.800000000000000000e+02,1.135890580817510376e+00
2.810000000000000000e+02,1.132403068409589819e+00
2.820000000000000000e+02,1.133861164645919573e+00
2.830000000000000000e+02,1.142636952043993404e+00
2.840000000000000000e+02,1.175044815600984727e+00
2.850000000000000000e+02,1.172541224287841466e+00
2.860000000000000000e+02,1.185059363983927527e+00
2.870000000000000000e+02,1.193872314905013887e+00
2.880000000000000000e+02,1.203323109879789410e+00
2.890000000000000000e+02,1.216132428308112079e+00
2.900000000000000000e+02,1.207300055781556525e+00
2.910000000000000000e+02,1.212019566206752552e+00
2.920000000000000000e+02,1.224132375000171136e+00
2.930000000000000000e+02,1.217326960105455713e+00
2.940000000000000000e+02,1.216291275717515497e+00
2.950000000000000000e+02,1.225671213622579581e+00
2.960000000000000000e+02,1.224674733788613468e+00
2.970000000000000000e+02,1.239040406471653144e+00
2.980000000000000000e+02,1.232743014957109695e+00
2.990000000000000000e+02,1.221841846981408075e+00
3.000000000000000000e+02,1.237093848847316879e+00
3.010000000000000000e+02,1.192183654762946299e+00
3.020000000000000000e+02,1.210130918477670292e+00
3.030000000000000000e+02,1.197552442279234297e+00
3.040000000000000000e+02,1.175918422014481157e+00
3.050000000000000000e+02,1.167497644897093068e+00
3.060000000000000000e+02,1.165202388071507444e+00
3.070000000000000000e+02,1.182395790404753289e+00
3.080000000000000000e+02,1.194405435371057367e+00
3.090000000000000000e+02,1.208014512402756369e+00
3.100000000000000000e+02,1.210492211606807311e+00
3.110000000000000000e+02,1.214480022537484993e+00
3.120000000000000000e+02,1.214508962113303836e+00
3.130000000000000000e+02,1.219231068793358519e+00
3.140000000000000000e+02,1.230072237537293001e+00
3.150000000000000000e+02,1.224523322794888402e+00
3.160000000000000000e+02,1.219725771583793916e+00
3.170000000000000000e+02,1.210703043837186410e+00
3.180000000000000000e+02,1.195902394009981773e+00
3.190000000000000000e+02,1.200919317363540406e+00
3.200000000000000000e+02,1.205214318802261264e+00
3.210000000000000000e+02,1.198513151312658565e+00
3.220000000000000000e+02,1.202718562511491118e+00
3.230000000000000000e+02,1.212538408107703081e+00
3.240000000000000000e+02,1.243827221759061796e+00
3.250000000000000000e+02,1.234585785595919472e+00
3.260000000000000000e+02,1.257878539210440128e+00
3.270000000000000000e+02,1.287027567858087362e+00
3.280000000000000000e+02,1.296437769101180137e+00
3.290000000000000000e+02,1.301239394625831158e+00
3.300000000000000000e+02,1.337152528237759652e+00
3.310000000000000000e+02,1.294315777069589668e+00
3.320000000000000000e+02,1.295806469248990345e+00
3.330000000000000000e+02,1.280575115643192152e+00
3.340000000000000000e+02,1.299017237126827151e+00
3.350000000000000000e+02,1.309797922828874972e+00
3.360000000000000000e+02,1.321791209191100602e+00
3.370000000000000000e+02,1.293521920098906541e+00
3.380000000000000000e+02,1.276104667237294654e+00
3.390000000000000000e+02,1.291798807100609014e+00
3.400000000000000000e+02,1.287821431048879584e+00
3.410000000000000000e+02,1.275722658899238526e+00
3.420000000000000000e+02,1.297942072680910108e+00
3.430000000000000000e+02,1.295428236969330849e+00
3.440000000000000000e+02,1.299147271096964262e+00
3.450000000000000000e+02,1.293633954436726130e+00
3.460000000000000000e+02,1.281862735286163790e+00
3.470000000000000000e+02,1.282233745246776468e+00
3.480000000000000000e+02,1.281087848450988442e+00
3.490000000000000000e+02,1.271149665048662003e+00
3.500000000000000000e+02,1.272941640411278996e+00
3.510000000000000000e+02,1.263572691105738555e+00
3.520000000000000000e+02,1.249162298480847033e+00
3.530000000000000000e+02,1.246194497530606293e+00
3.540000000000000000e+02,1.264906990533303910e+00
3.550000000000000000e+02,1.267165576364121637e+00
3.560000000000000000e+02,1.284026431061751516e+00
3.570000000000000000e+02,1.284333857756116304e+00
3.580000000000000000e+02,1.284981261182734480e+00
3.590000000000000000e+02,1.276796970999151126e+00
3.600000000000000000e+02,1.288803063908142699e+00
3.610000000000000000e+02,1.309367262317009617e+00
3.620000000000000000e+02,1.343309431712899515e+00
3.630000000000000000e+02,1.351772984776295816e+00
3.640000000000000000e+02,1.345516386106469842e+00
3.650000000000000000e+02,1.338654975754213883e+00
3.660000000000000000e+02,1.342574325325966544e+00
3.670000000000000000e+02,1.324412603170490366e+00
3.680000000000000000e+02,1.322399916238579110e+00
3.690000000000000000e+02,1.331548463351940326e+00
3.700000000000000000e+02,1.329277370407218051e+00
3.710000000000000000e+02,1.334133084298892546e+00
3.720000000000000000e+02,1.340794472802010917e+00
3.730000000000000000e+02,1.304701899404758114e+00
3.740000000000000000e+02,1.325037705036027136e+00
3.750000000000000000e+02,1.306960438016731008e+00
3.760000000000000000e+02,1.290608569363533409e+00
3.770000000000000000e+02,1.314019436700722077e+00
3.780000000000000000e+02,1.322647958212236574e+00
3.790000000000000000e+02,1.339250786964788276e+00
3.800000000000000000e+02,1.354383799241664299e+00
3.810000000000000000e+02,1.333926600474469648e+00
3.820000000000000000e+02,1.344982701336390418e+00
3.830000000000000000e+02,1.337912231110117256e+00
3.840000000000000000e+02,1.339582423624419150e+00
3.850000000000000000e+02,1.339586700412902065e+00
3.860000000000000000e+02,1.323758180323387101e+00
3.870000000000000000e+02,1.302022623558733549e+00
3.880000000000000000e+02,1.290951037863046436e+00
3.890000000000000000e+02,1.276177759371460052e+00
3.900000000000000000e+02,1.279805262994552884e+00
3.910000000000000000e+02,1.295817095575696687e+00
3.920000000000000000e+02,1.285852273538367063e+00
3.930000000000000000e+02,1.281757258378570574e+00
3.940000000000000000e+02,1.284917822998375536e+00
3.950000000000000000e+02,1.301551251670114429e+00
3.960000000000000000e+02,1.308098661360706183e+00
3.970000000000000000e+02,1.303264859747627291e+00
3.980000000000000000e+02,1.306966215120201280e+00
3.990000000000000000e+02,1.323750022738893861e+00
4.000000000000000000e+02,1.323653901949367384e+00
4.010000000000000000e+02,1.326483478792482407e+00
4.020000000000000000e+02,1.313912090219778284e+00
4.030000000000000000e+02,1.327022760819849712e+00
4.040000000000000000e+02,1.304006304971500274e+00
4.050000000000000000e+02,1.300516573365077644e+00
4.060000000000000000e+02,1.278514824069788558e+00
4.070000000000000000e+02,1.280938128632553630e+00
4.080000000000000000e+02,1.252763796520667272e+00
4.090000000000000000e+02,1.269934124035447587e+00
4.100000000000000000e+02,1.266104356234804440e+00
4.110000000000000000e+02,1.239627116130499029e+00
4.120000000000000000e+02,1.254052691880643611e+00
4.130000000000000000e+02,1.248130949190650263e+00
4.140000000000000000e+02,1.241420823758469627e+00
4.150000000000000000e+02,1.249138701502979121e+00
4.160000000000000000e+02,1.242038594265912232e+00
4.170000000000000000e+02,1.243653972345285297e+00
4.180000000000000000e+02,1.257896319503448712e+00
4.190000000000000000e+02,1.242696823422225760e+00
4.200000000000000000e+02,1.274946186598638009e+00
4.210000000000000000e+02,1.185179370542964739e+00
4.220000000000000000e+02,1.166968172804281556e+00
4.230000000000000000e+02,1.167901017600519786e+00
4.240000000000000000e+02,1.165208442366544750e+00
4.250000000000000000e+02,1.171200448659285520e+00
4.260000000000000000e+02,1.200571354879769848e+00
4.270000000000000000e+02,1.174292486410155822e+00
4.280000000000000000e+02,1.176738994457782406e+00
4.290000000000000000e+02,1.195750876631555881e+00
4.300000000000000000e+02,1.184545668048897937e+00
4.310000000000000000e+02,1.198817346275829365e+00
4.320000000000000000e+02,1.227826341228281493e+00
4.330000000000000000e+02,1.235382341023278263e+00
4.340000000000000000e+02,1.241169404444701918e+00
4.350000000000000000e+02,1.256494265307652292e+00
4.360000000000000000e+02,1.263747887769018918e+00
4.370000000000000000e+02,1.253677578910552093e+00
4.380000000000000000e+02,1.276432790259768746e+00
4.390000000000000000e+02,1.266612122977728738e+00
4.400000000000000000e+02,1.269974365503160341e+00
4.410000000000000000e+02,1.285897280852956959e+00
4.420000000000000000e+02,1.280025841803926534e+00
4.430000000000000000e+02,1.303486661535349311e+00
4.440000000000000000e+02,1.287210068774113036e+00
4.450000000000000000e+02,1.276358381099663930e+00
4.460000000000000000e+02,1.281952571796995288e+00
4.470000000000000000e+02,1.286023923281953696e+00
4.480000000000000000e+02,1.272923923160155457e+00
4.490000000000000000e+02,1.263277605292177919e+00
4.500000000000000000e+02,1.292714480436032876e+00
4.510000000000000000e+02,1.301825379347343770e+00
4.520000000000000000e+02,1.303168712807972307e+00
4.530000000000000000e+02,1.337980759951471255e+00
4.540000000000000000e+02,1.311034376811606617e+00
4.550000000000000000e+02,1.311831137426724414e+00
4.560000000000000000e+02,1.306509422684295707e+00
4.570000000000000000e+02,1.306777450702379273e+00
4.580000000000000000e+02,1.313256690318587383e+00
4.590000000000000000e+02,1.316885739221810292e+00
4.600000000000000000e+02,1.307625947173015168e+00
4.610000000000000000e+02,1.333746351409375475e+00
4.620000000000000000e+02,1.326797356590055932e+00
4.630000000000000000e+02,1.320432251628065989e+00
4.640000000000000000e+02,1.306432002380806479e+00
4.650000000000000000e+02,1.304091569853914168e+00
4.660000000000000000e+02,1.310614502522457148e+00
4.670000000000000000e+02,1.320780700647499861e+00
4.680000000000000000e+02,1.324626959726064923e+00
4.690000000000000000e+02,1.310962215647182960e+00
4.700000000000000000e+02,1.292290185714551898e+00
4.710000000000000000e+02,1.306253060953008305e+00
4.720000000000000000e+02,1.288935413530154284e+00
4.730000000000000000e+02,1.276937922564365779e+00
4.740000000000000000e+02,1.285297773988113512e+00
4.750000000000000000e+02,1.274340000490268743e+00
4.760000000000000000e+02,1.255763076106638731e+00
4.770000000000000000e+02,1.271983905144105531e+00
4.780000000000000000e+02,1.278644688032953391e+00
4.790000000000000000e+02,1.263144318294374902e+00
4.800000000000000000e+02,1.302174076262495594e+00
4.810000000000000000e+02,1.254396333677004094e+00
4.820000000000000000e+02,1.231472193330958254e+00
4.830000000000000000e+02,1.232725755635276199e+00
4.840000000000000000e+02,1.214222861980501333e+00
4.850000000000000000e+02,1.218974314425882888e+00
4.860000000000000000e+02,1.220130162703529697e+00
4.870000000000000000e+02,1.227591431138073563e+00
4.880000000000000000e+02,1.242920624977357225e+00
4.890000000000000000e+02,1.245735000803572357e+00
4.900000000000000000e+02,1.256970937850343528e+00
4.910000000000000000e+02,1.249083864620711193e+00
4.920000000000000000e+02,1.272525463086439768e+00
4.930000000000000000e+02,1.251879860868043037e+00
4.940000000000000000e+02,1.235440880446981637e+00
4.950000000000000000e+02,1.243372099646375517e+00
4.960000000000000000e+02,1.263986667036711475e+00
4.970000000000000000e+02,1.283739349653605144e+00
4.980000000000000000e+02,1.288489618895835243e+00
4.990000000000000000e+02,1.294605369773057291e+00
5.000000000000000000e+02,1.290220149782607795e+00
5.010000000000000000e+02,1.279862298053373815e+00
5.020000000000000000e+02,1.297280918349144052e+00
5.030000000000000000e+02,1.288036104072133314e+00
5.040000000000000000e+02,1.279238333134107064e+00
5.050000000000000000e+02,1.272323368590045023e+00
5.060000000000000000e+02,1.261588758813045219e+00
5.070000000000000000e+02,1.262609308453713775e+00
5.080000000000000000e+02,1.253449674769122391e+00
5.090000000000000000e+02,1.246608529921723996e+00
5.100000000000000000e+02,1.259619521487288063e+00
5.110000000000000000e+02,1.248959207383240733e+00
5.120000000000000000e+02,1.248797166562620742e+00
5.130000000000000000e+02,1.243458706476238129e+00
5.140000000000000000e+02,1.246469240542668722e+00
5.150000000000000000e+02,1.250358056579381483e+00
5.160000000000000000e+02,1.258130708228622607e+00
5.170000000000000000e+02,1.261654061819937667e+00
5.180000000000000000e+02,1.292257700006145926e+00
5.190000000000000000e+02,1.306243370434314599e+00
5.200000000000000000e+02,1.309883525429867968e+00
5.210000000000000000e+02,1.319300994028047569e+00
5.220000000000000000e+02,1.339539905874981507e+00
5.230000000000000000e+02,1.321554339786266130e+00
5.240000000000000000e+02,1.316578132487546959e+00
5.250000000000000000e+02,1.305581352719953347e+00
5.260000000000000000e+02,1.303530247780249729e+00
5.270000000000000000e+02,1.315048923071896025e+00
5.280000000000000000e+02,1.293464233037025624e+00
5.290000000000000000e+02,1.277548827089179939e+00
5.300000000000000000e+02,1.285180337688544006e+00
5.310000000000000000e+02,1.274240413317188736e+00
5.320000000000000000e+02,1.282034462499566319e+00
5.330000000000000000e+02,1.265111001712402317e+00
5.340000000000000000e+02,1.255674335212788373e+00
5.350000000000000000e+02,1.249854166303148162e+00
5.360000000000000000e+02,1.250719482737858046e+00
5.370000000000000000e+02,1.254751173683472221e+00
5.380000000000000000e+02,1.253981490958885781e+00
5.390000000000000000e+02,1.241052883408759300e+00
5.400000000000000000e+02,1.226715548676598821e+00
5.410000000000000000e+02,1.198592578490799365e+00
5.420000000000000000e+02,1.213787104756812729e+00
5.430000000000000000e+02,1.238770378435340991e+00
5.440000000000000000e+02,1.233522765263828758e+00
5.450000000000000000e+02,1.239223102862403447e+00
5.460000000000000000e+02,1.241361572199363161e+00
5.470000000000000000e+02,1.231319628695577872e+00
5.480000000000000000e+02,1.239775755224939102e+00
5.490000000000000000e+02,1.260240608772383641e+00
5.500000000000000000e+02,1.238349629058157708e+00
5.510000000000000000e+02,1.226025268481828689e+00
5.520000000000000000e+02,1.255636765998012105e+00
5.530000000000000000e+02,1.254419722325703201e+00
5.540000000000000000e+02,1.258113961548251281e+00
5.550000000000000000e+02,1.253311405233236808e+00
5.560000000000000000e+02,1.267209342359866930e+00
5.570000000000000000e+02,1.264927989929586882e+00
5.580000000000000000e+02,1.282044993578542513e+00
5.590000000000000000e+02,1.280727127922000275e+00
5.600000000000000000e+02,1.274377319351899240e+00
5.610000000000000000e+02,1.268854151139277242e+00
5.620000000000000000e+02,1.268001065196262545e+00
5.630000000000000000e+02,1.247491424765299950e+00
5.640000000000000000e+02,1.252381257172156648e+00
5.650000000000000000e+02,1.247857786416662451e+00
5.660000000000000000e+02,1.228629736215333113e+00
5.670000000000000000e+02,1.250263264546541686e+00
5.680000000000000000e+02,1.237495963695821155e+00
5.690000000000000000e+02,1.247912879221796612e+00
5.700000000000000000e+02,1.266592382412467854e+00
5.710000000000000000e+02,1.236966371668644538e+00
5.720000000000000000e+02,1.223419230144218828e+00
5.730000000000000000e+02,1.232123727792930001e+00
5.740000000000000000e+02,1.230902596942282212e+00
5.750000000000000000e+02,1.248344315531929594e+00
5.760000000000000000e+02,1.249300362592163927e+00
5.770000000000000000e+02,1.241520934314790825e+00
5.780000000000000000e+02,1.237367346244943045e+00
5.790000000000000000e+02,1.254710797629016383e+00
5.800000000000000000e+02,1.242224031555356101e+00
